movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
7303,7136189-41.2024.2.60.1768,2021-12-07,recurso de apelação,dr. melo,diligência externa necessária,26 de agosto de 2026,S
7304,7381740-86.2021.2.88.6570,01/04/20,sentença,Dr. Barros,aguardando manifestação da parte contrária,,não
7305,2397582-22.2023.9.93.4223,2023-10-23,réplica,Dr. Melo,prazo para recurso: 17 dias úteis a contar da intimação,,S
7306,1628717-84.2025.8.67.8313,2023-02-19,citação,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,N
7307,7749444-78.2021.1.20.8763,20 de março de 2024,réplica,Dr. Barros,juntada de documentos realizada,2026-04-09,S
7308,4952151-27.2023.3.38.8762,2019-09-12,sentença,Dra Fontes,documentos pendentes de entrega pelo cliente,,0
7309,4460247-99.2024.9.97.4840,6 de agosto de 2020,laudo pericial,Dr. Barros,prazo para recurso: 18 dias úteis a contar da intimação,,N
7310,6416661-36.2021.8.21.8496,22/06/2021,réplica,Dra. Fontes,diligência externa necessária,,1
7311,4584224-94.2025.2.57.2511,09/08/2021,agravo regimental,Dr. Barros,audiência marcada para 20/08/2026,2026-01-24,
7312,9425559-65.2022.6.99.1309,2022-01-12,acordo extrajudicial,Dra Fontes,diligência externa necessária,2026-03-21,0
7313,4131852-60.2020.1.89.9739,2021-10-24,laudo pericial,Dr. Melo,,,
7314,1633270-27.2024.2.52.7034,30/10/20,recurso de apelação,Dr. Melo,documentos pendentes de entrega pelo cliente,,
7315,2490107-19.2023.9.10.7930,26 de abril de 2023,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,29/07/26,N
7316,8323566-47.2021.3.26.4644,20/02/23,petição inicial,Dra. Fontes,audiência marcada para 26/10/2026,,
7317,1116024-57.2025.8.16.4043,23/08/2025,recurso de apelação,Dr. Melo,documentos pendentes de entrega pelo cliente,,N
7318,1248003-72.2024.2.80.8472,2024-04-02,audiência de instrução,Dr. Barros,audiência marcada para 2026-03-28,,1
7319,5755257-93.2020.8.44.2882,01/11/2025,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
7320,5545511-73.2023.1.66.9757,17/01/2026,audiência de instrução,Dr. Melo,Prazo fatal: 26 de novembro de 2026,,1
7321,7813974-60.2021.1.81.1542,2025-09-11,acordo extrajudicial,Dr. Barros,Prazo fatal: 2 de setembro de 2026,,0
7322,8749473-21.2020.4.12.9144,13/04/2023,acordo extrajudicial,Dr. Barros,,01/03/2026,N
7323,3588109-63.2023.1.26.4223,22/12/2025,habilitação,DRA. CAVALCANTE,aguardando manifestação da parte contrária,08/04/26,não
7324,5068524-45.2025.9.91.6906,30/04/25,contestação,DRA. CAVALCANTE,prazo para recurso: 21 dias úteis a contar da intimação,,S
7325,4601686-30.2021.5.52.7745,04/03/23,embargos de declaração,Dr. Melo,,,1
7326,7438163-48.2021.3.47.1186,2022-06-27,acordo extrajudicial,Dra. Cavalcante,Prazo fatal: 2026-12-10,,1
7327,2966787-79.2022.1.41.9944,17/07/23,despacho,Dr. Barros,Prazo fatal: 15/10/26,,1
7328,4681694-71.2021.9.28.7350,7 de outubro de 2022,despacho,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,20/10/26,S
7329,8607512-63.2021.6.82.1039,23 de setembro de 2022,recurso de apelação,DRA. CAVALCANTE,audiência marcada para 26/04/26,,0
7330,6944389-98.2023.1.72.8245,4 de dezembro de 2022,recurso de apelação,Dr. Melo,aguardando manifestação da parte contrária,,N
7331,1664676-19.2021.8.64.4616,26/04/2024,habilitação,DRA. CAVALCANTE,diligência externa necessária,,sim
7332,6370110-64.2022.3.52.8440,24/03/2026,audiência de instrução,Dr. Melo,aguardando manifestação da parte contrária,,não
7333,8157599-64.2024.2.89.5276,05/02/21,sentença,Dra. Fontes,juntada de documentos realizada,,1
7334,6927716-18.2022.9.56.1445,13 de junho de 2024,réplica,DRA. CAVALCANTE,diligência externa necessária,,0
7335,6982910-41.2023.8.91.8758,24/09/2021,habilitação,Dr. Melo,juntada de documentos realizada,,
7336,5867457-18.2023.9.16.7298,31/03/20,recurso de apelação,Dra. Fontes,juntada de documentos realizada,15 de março de 2026,N
7337,6018860-77.2022.1.94.1315,09/08/22,habilitação,Dr. Barros,audiência marcada para 2026-10-26,2026-03-15,1
7338,4131852-60.2020.1.89.9739,7 de março de 2025,citação,DRA. CAVALCANTE,Prazo fatal: 14 de julho de 2026,28/06/26,S
7339,8936104-83.2022.1.39.7934,2020-12-10,embargos de declaração,Dra Fontes,juntada de documentos realizada,04/06/26,N
7340,7862554-22.2024.7.83.6459,02/03/2022,intimação,dr. melo,aguardando manifestação da parte contrária,14 de dezembro de 2026,sim
7341,6267378-50.2021.9.19.9923,2019-01-20,réplica,Dr. Barros,diligência externa necessária,,1
7342,2341370-92.2024.9.60.8122,2024-01-12,petição inicial,Dr. Melo,,2026-05-06,sim
7343,8220628-15.2021.8.54.9077,25/07/2023,memoriais,Dra. Cavalcante,juntada de documentos realizada,25 de abril de 2026,não
7344,1272937-41.2023.5.75.9958,19 de setembro de 2023,citação,dr. melo,documentos pendentes de entrega pelo cliente,28/09/2026,0
7345,8588997-88.2020.6.29.5987,31 de outubro de 2024,despacho,DRA. CAVALCANTE,audiência marcada para 26/10/26,,1
7346,9489806-94.2021.2.55.9162,2022-09-19,réplica,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,0
7347,8066975-72.2023.7.26.7675,2021-12-13,habilitação,Dra. Fontes,diligência externa necessária,,
7348,8183950-10.2021.5.84.9388,2023-11-14,embargos de declaração,Dra. Fontes,aguardando manifestação da parte contrária,,N
7349,9573194-21.2022.1.35.8352,29/10/22,laudo pericial,DRA. CAVALCANTE,,,1
7350,1757615-27.2025.7.10.3762,2024-02-27,sentença,Dra Fontes,prazo para recurso: 22 dias úteis a contar da intimação,,0
7351,7136189-41.2024.2.60.1768,20/03/2021,habilitação,Dra. Fontes,prazo para recurso: 16 dias úteis a contar da intimação,,N
7352,1098476-20.2021.1.47.3336,09/07/2020,despacho,Dr. Barros,prazo para recurso: 29 dias úteis a contar da intimação,,N
7353,6982910-41.2023.8.91.8758,23/12/2021,réplica,Dr. Melo,,,sim
7354,4202942-75.2025.6.91.7611,21 de janeiro de 2022,réplica,Dr. Melo,documentos pendentes de entrega pelo cliente,2026-08-13,N
7355,1438459-62.2020.7.78.3410,2022-11-15,laudo pericial,Dra. Cavalcante,aguardando manifestação da parte contrária,,0
7356,8157599-64.2024.2.89.5276,1 de julho de 2021,audiência de instrução,Dr. Melo,prazo para recurso: 11 dias úteis a contar da intimação,,0
7357,7141324-67.2025.3.86.3413,19 de novembro de 2023,embargos de declaração,dr. melo,diligência externa necessária,1 de maio de 2026,sim
7358,3260101-88.2022.8.37.9169,30/12/2023,despacho,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,sim
7359,6254488-31.2024.9.48.3216,28 de julho de 2021,intimação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,0
7360,3542616-60.2022.3.87.6536,14/07/2021,recurso de apelação,Dra. Fontes,prazo para recurso: 24 dias úteis a contar da intimação,,0
7361,2869625-86.2025.7.14.5837,9 de outubro de 2022,recurso de apelação,Dr. Melo,,,sim
7362,2480014-80.2024.2.29.9847,17/03/20,memoriais,Dra. Fontes,juntada de documentos realizada,02/02/26,0
7363,7245951-43.2021.4.11.7623,1 de abril de 2025,recurso de apelação,Dr. Melo,juntada de documentos realizada,30/11/2026,1
7364,7438163-48.2021.3.47.1186,12/11/24,audiência de instrução,Dr. Melo,Prazo fatal: 20/10/26,,S
7365,4134515-43.2021.8.70.4879,20/05/2020,contestação,Dra. Fontes,juntada de documentos realizada,,
7366,4433355-55.2023.8.48.9346,25/09/20,contestação,Dra. Fontes,audiência marcada para 2026-03-27,2026-04-19,N
7367,3168718-77.2025.2.92.8027,03/12/2024,réplica,Dr. Barros,audiência marcada para 08/09/26,12/01/26,S
7368,5614769-67.2022.9.87.1001,14/11/2020,agravo regimental,Dr. Barros,,,0
7369,5116418-16.2025.3.98.2234,28/10/2020,petição inicial,Dra. Fontes,juntada de documentos realizada,,N
7370,9071705-28.2021.9.78.4746,2023-08-08,embargos de declaração,dr. melo,juntada de documentos realizada,,S
7371,7544569-30.2022.4.91.9370,30/09/2022,agravo regimental,Dra Fontes,audiência marcada para 2026-08-13,,S
7372,8097721-13.2023.1.47.8354,21 de janeiro de 2025,despacho,Dra Fontes,documentos pendentes de entrega pelo cliente,30/08/2026,sim
7373,3679963-72.2020.9.29.7859,01/03/25,recurso de apelação,Dr. Melo,prazo para recurso: 21 dias úteis a contar da intimação,2026-02-25,N
7374,5788467-41.2023.8.93.8134,16 de agosto de 2024,réplica,Dra. Fontes,documentos pendentes de entrega pelo cliente,,S
7375,4415624-13.2024.9.14.9480,17 de janeiro de 2025,acordo extrajudicial,Dr. Melo,juntada de documentos realizada,23/12/26,sim
7376,2186433-37.2022.2.12.4344,25/04/25,memoriais,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,0
7377,1183693-37.2024.1.85.2937,2023-10-12,acordo extrajudicial,Dr. Melo,juntada de documentos realizada,,N
7378,6547287-16.2023.4.15.7491,18/09/23,laudo pericial,dr. melo,,,
7379,1757615-27.2025.7.10.3762,2026-01-26,sentença,Dr. Melo,aguardando manifestação da parte contrária,19/08/2026,1
7380,8097721-13.2023.1.47.8354,26/08/2023,laudo pericial,Dra. Cavalcante,,13 de setembro de 2026,sim
7381,5422047-80.2024.8.62.4364,25/11/21,citação,Dra Fontes,documentos pendentes de entrega pelo cliente,,0
7382,1411065-96.2022.9.64.8271,23 de outubro de 2021,memoriais,Dra Fontes,,,N
7383,6105303-92.2021.4.39.3868,04/04/26,acordo extrajudicial,dr. melo,prazo para recurso: 10 dias úteis a contar da intimação,,não
7384,7599278-46.2021.4.96.3535,9 de dezembro de 2024,réplica,Dra. Fontes,juntada de documentos realizada,08/12/2026,1
7385,5953905-94.2022.5.44.3245,01/07/2019,habilitação,Dra Fontes,Prazo fatal: 13/10/26,2026-04-25,1
7386,3260101-88.2022.8.37.9169,25/09/24,laudo pericial,Dra. Cavalcante,Prazo fatal: 2026-12-24,,
7387,7916680-90.2022.1.67.1785,3 de janeiro de 2023,agravo regimental,Dr. Barros,diligência externa necessária,,sim
7388,8062805-72.2022.1.22.8771,2021-04-21,acordo extrajudicial,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,N
7389,4768255-51.2022.4.94.5695,2021-10-26,recurso de apelação,Dra. Cavalcante,audiência marcada para 5 de março de 2026,,1
7390,7115217-41.2025.1.67.7692,13 de maio de 2024,intimação,Dr. Barros,aguardando manifestação da parte contrária,,não
7391,8323566-47.2021.3.26.4644,28/08/23,audiência de instrução,Dra Fontes,prazo para recurso: 30 dias úteis a contar da intimação,,1
7392,7687351-51.2022.6.73.6768,19/12/2023,embargos de declaração,Dra. Fontes,documentos pendentes de entrega pelo cliente,,N
7393,3542799-64.2025.6.13.7299,2022-03-18,audiência de instrução,Dr. Melo,diligência externa necessária,,não
7394,7223110-52.2024.2.44.8994,20/05/2025,agravo regimental,dr. melo,Prazo fatal: 23/03/26,,0
7395,1602496-64.2022.5.79.8340,26/09/22,despacho,Dr. Barros,documentos pendentes de entrega pelo cliente,20/09/2026,0
7396,5991409-16.2021.8.44.1303,23/10/2020,intimação,Dr. Barros,,,sim
7397,6416661-36.2021.8.21.8496,13 de setembro de 2024,réplica,Dra Fontes,documentos pendentes de entrega pelo cliente,08/12/26,0
7398,1095980-10.2020.7.77.8313,21/09/22,embargos de declaração,Dr. Barros,audiência marcada para 14/06/2026,04/06/26,1
7399,4952151-27.2023.3.38.8762,15/01/22,despacho,Dr. Barros,documentos pendentes de entrega pelo cliente,21/10/26,
7400,4326518-76.2023.4.36.8530,2023-06-28,contestação,DRA. CAVALCANTE,diligência externa necessária,,sim
7401,7274275-74.2020.1.22.9780,21 de julho de 2024,agravo regimental,DRA. CAVALCANTE,prazo para recurso: 29 dias úteis a contar da intimação,,N
7402,4563779-48.2023.2.87.9606,2023-06-11,sentença,Dra Fontes,,07/02/2026,
7403,5660649-86.2020.5.86.9291,10/12/24,embargos de declaração,Dr. Melo,documentos pendentes de entrega pelo cliente,,
7404,1754781-28.2025.6.89.2162,18/02/2019,contestação,Dr. Melo,juntada de documentos realizada,,1
7405,3542799-64.2025.6.13.7299,05/09/21,contestação,Dr. Barros,Prazo fatal: 21 de junho de 2026,2026-01-30,1
7406,2016341-89.2023.7.48.2724,16/04/2020,réplica,Dra. Fontes,,08/09/26,0
7407,2909764-51.2025.7.78.2223,20/09/22,despacho,dr. melo,prazo para recurso: 9 dias úteis a contar da intimação,2026-03-13,N
7408,8286382-50.2025.4.53.4414,17/06/22,citação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,S
7409,5967836-10.2021.4.35.9671,17/06/21,embargos de declaração,DRA. CAVALCANTE,audiência marcada para 30/10/2026,,sim
7410,5422047-80.2024.8.62.4364,2020-12-25,intimação,dr. melo,prazo para recurso: 8 dias úteis a contar da intimação,,1
7411,5753123-52.2021.4.48.4042,11/08/2020,intimação,DRA. CAVALCANTE,prazo para recurso: 21 dias úteis a contar da intimação,13 de agosto de 2026,N
7412,5953905-94.2022.5.44.3245,21/02/2021,petição inicial,Dr. Barros,audiência marcada para 15/07/26,30/04/2026,sim
7413,4601686-30.2021.5.52.7745,19 de setembro de 2022,agravo regimental,DRA. CAVALCANTE,Prazo fatal: 17/01/2026,,
7414,7110796-41.2020.3.80.5362,2021-02-13,laudo pericial,DRA. CAVALCANTE,audiência marcada para 22/07/2026,08/05/2026,N
7415,6011987-71.2020.8.10.4396,31/08/2021,acordo extrajudicial,Dra Fontes,,,sim
7416,4202942-75.2025.6.91.7611,2023-09-29,contestação,Dr. Barros,juntada de documentos realizada,2026-04-05,sim
7417,2554938-48.2024.1.13.4544,19/07/24,intimação,Dr. Barros,,2026-05-15,S
7418,2316290-44.2022.7.34.5190,12/12/2020,agravo regimental,Dr. Barros,diligência externa necessária,,S
7419,5753123-52.2021.4.48.4042,29 de março de 2025,embargos de declaração,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,N
7420,5451988-41.2020.2.82.4041,20/09/25,sentença,Dra. Cavalcante,Prazo fatal: 01/10/26,,sim
7421,3510061-32.2020.9.13.4424,21/09/23,laudo pericial,Dr. Barros,,,sim
7422,5068524-45.2025.9.91.6906,28/03/2024,laudo pericial,dr. melo,,,S
7423,4961530-22.2021.4.22.6290,19 de janeiro de 2022,réplica,dr. melo,prazo para recurso: 15 dias úteis a contar da intimação,,0
7424,1778149-24.2023.1.86.3557,2025-01-25,audiência de instrução,Dra Fontes,Prazo fatal: 14/10/26,,
7425,4563779-48.2023.2.87.9606,26 de agosto de 2020,embargos de declaração,Dr. Barros,Prazo fatal: 04/01/2026,,
7426,5422047-80.2024.8.62.4364,27/04/22,audiência de instrução,dr. melo,Prazo fatal: 22/06/2026,,1
7427,5035093-45.2021.1.27.3097,05/08/2022,embargos de declaração,Dra. Fontes,aguardando manifestação da parte contrária,,S
7428,6663627-76.2023.9.26.5770,31 de outubro de 2023,recurso de apelação,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
7429,8574876-96.2020.7.97.4673,2024-04-18,laudo pericial,Dra. Cavalcante,,,S
7430,7082985-88.2022.2.94.6058,03/12/2020,intimação,DRA. CAVALCANTE,Prazo fatal: 04/11/2026,2026-11-02,sim
7431,7640585-40.2023.1.57.1721,17/06/2021,laudo pericial,Dr. Barros,,,sim
7432,1116024-57.2025.8.16.4043,2024-07-07,acordo extrajudicial,Dr. Barros,aguardando manifestação da parte contrária,,1
7433,8168450-48.2020.2.65.4570,07/10/2022,contestação,dr. melo,prazo para recurso: 18 dias úteis a contar da intimação,20 de abril de 2026,1
7434,1272937-41.2023.5.75.9958,16 de abril de 2022,despacho,Dr. Melo,audiência marcada para 12/05/2026,,sim
7435,5274951-77.2021.1.76.5120,2023-10-12,intimação,Dra. Fontes,diligência externa necessária,03/09/26,não
7436,2267110-24.2021.5.78.6025,9 de maio de 2023,citação,Dra Fontes,juntada de documentos realizada,21/04/2026,sim
7437,2632721-15.2024.7.90.9593,2022-09-08,habilitação,Dra Fontes,aguardando manifestação da parte contrária,15/12/26,0
7438,2016341-89.2023.7.48.2724,2024-10-16,intimação,Dra. Fontes,prazo para recurso: 19 dias úteis a contar da intimação,,
7439,4084503-92.2025.8.90.5515,28/04/20,petição inicial,Dra. Cavalcante,audiência marcada para 2026-09-06,2026-06-22,sim
7440,5661974-14.2020.6.39.3137,10/11/2022,despacho,dr. melo,aguardando manifestação da parte contrária,1 de março de 2026,não
7441,1614850-25.2020.8.85.3161,2021-10-25,agravo regimental,Dr. Melo,documentos pendentes de entrega pelo cliente,2026-12-28,0
7442,7722274-26.2024.9.14.7062,2023-10-12,laudo pericial,dr. melo,audiência marcada para 2026-09-04,,1
7443,8168054-14.2024.6.50.1232,10/09/2021,contestação,dr. melo,documentos pendentes de entrega pelo cliente,,1
7444,7749444-78.2021.1.20.8763,2022-01-06,sentença,Dr. Barros,prazo para recurso: 22 dias úteis a contar da intimação,,0
7445,6445422-21.2020.5.39.8096,8 de dezembro de 2022,laudo pericial,Dra. Cavalcante,diligência externa necessária,,
7446,7724543-49.2023.9.44.7412,29 de abril de 2020,réplica,Dr. Barros,audiência marcada para 13/03/2026,,sim
7447,7948577-74.2025.1.60.7583,2020-05-20,laudo pericial,Dra. Fontes,prazo para recurso: 5 dias úteis a contar da intimação,,N
7448,8886588-26.2020.9.65.6361,30/11/20,intimação,Dra. Fontes,Prazo fatal: 2026-11-13,23/04/26,S
7449,6694761-39.2022.1.10.2199,23 de julho de 2025,citação,Dra Fontes,diligência externa necessária,,1
7450,1237577-83.2022.8.91.4649,22 de junho de 2024,réplica,Dr. Barros,prazo para recurso: 8 dias úteis a contar da intimação,,0
7451,8892606-62.2022.2.87.2168,03/11/2020,contestação,Dr. Melo,aguardando manifestação da parte contrária,,
7452,1353022-94.2023.9.79.1203,21/01/24,réplica,Dr. Melo,prazo para recurso: 18 dias úteis a contar da intimação,,não
7453,5316105-58.2020.3.22.3571,2021-09-08,acordo extrajudicial,DRA. CAVALCANTE,Prazo fatal: 14 de fevereiro de 2026,12 de setembro de 2026,sim
7454,6982910-41.2023.8.91.8758,24/07/22,citação,dr. melo,diligência externa necessária,4 de janeiro de 2026,
7455,6779292-61.2021.4.86.2783,24 de julho de 2025,intimação,Dra. Fontes,juntada de documentos realizada,,1
7456,2016341-89.2023.7.48.2724,2026-02-28,memoriais,DRA. CAVALCANTE,audiência marcada para 24 de julho de 2026,18/04/26,
7457,2461262-96.2021.6.48.1315,07/07/23,sentença,Dr. Barros,,17 de setembro de 2026,sim
7458,3510061-32.2020.9.13.4424,26/02/25,embargos de declaração,Dr. Barros,audiência marcada para 21 de setembro de 2026,29 de setembro de 2026,S
7459,5867457-18.2023.9.16.7298,03/03/2021,habilitação,DRA. CAVALCANTE,prazo para recurso: 6 dias úteis a contar da intimação,,não
7460,1183693-37.2024.1.85.2937,2023-12-25,recurso de apelação,Dr. Barros,audiência marcada para 25/08/26,,sim
7461,1869144-23.2023.5.84.3325,13/03/2021,habilitação,dr. melo,aguardando manifestação da parte contrária,,0
7462,5422047-80.2024.8.62.4364,2025-08-30,citação,dr. melo,aguardando manifestação da parte contrária,23 de janeiro de 2026,sim
7463,8168450-48.2020.2.65.4570,20 de julho de 2024,intimação,Dr. Barros,,17/05/26,N
7464,2660213-63.2022.6.50.8366,2020-05-07,acordo extrajudicial,Dr. Melo,juntada de documentos realizada,06/01/26,S
7465,9822459-92.2024.8.17.6403,2021-11-23,réplica,dr. melo,,,1
7466,9319285-35.2025.3.19.9131,03/11/2025,contestação,Dra. Fontes,audiência marcada para 26 de outubro de 2026,12/11/2026,0
7467,2231929-89.2024.6.41.5461,12/07/23,citação,Dra Fontes,documentos pendentes de entrega pelo cliente,,não
7468,8129073-22.2024.4.16.9656,2025-01-13,despacho,Dr. Barros,prazo para recurso: 7 dias úteis a contar da intimação,24/10/26,
